"I am very sorry I broke your computer, it was accidental.","Je regrette d'avoir cassé ton ordinateur, c'était accidentel"
There will be six or seven guides.,Il y aura sept ou huit accompagnateurs
"Even if I get out work earlier than usual, I will not be able to come to the movies with you.","Même en quittant le travail plus tôt que d'habitude, je ne pourrai pas vous accompagner au cinéma"
He wants to accomplish great things.,Il veut accomplir de grandes choses
They have finally granted him his visa in April.,C'est en avril qu'on lui a finalement accordé son visa
She is exhausted because of the delivery.,Elle est épuisée à cause de l'acouchement
They gave birth on the same day.,Elles ont accouché le même jour
He rushed up when he heard the news.,Il a accouru dès qu'il a appris la nouvelle
He got accustomed to the noise; he sleeps well now.,"Il s'est accoutumé au bruit, il dort bien désormais"
I hung up you coat at the coat hanger.,J'ai accroché ton manteau au porte manteau
I took the coat hung up on the hook by mistake because I have got the same one.,J'ai pris par erreur le manteau qui était accroché à la patère car j'ai le même
The increase of social inequalities is worrying the government.,L'accroissement des inégalités sociales préoccupe le gouvernement
He crouched and picked up as many fruits as he could.,Il s'accroupit et ramassa autant de fruits qu'il pouvait emporter
You have to let the keys reception when you leave the hotel.,Il faut laisser les clefs à l'accueil quand on quitte l'hôtel
She never accomodated even a single traveller at her place .,Elle n'a jamais accueilli ne serait-ce qu'un voyageur chez elle
Not a single one accused has been sentenced at the end of the trial.,Pas un seul des accusés na été condamné à l'issue du procès
He has been accused without any evidence.,Il a été accusé sans aucune preuve
Her determination was finally fruitful.,Son acharnement a fini par porter ses fruits
How dare you leaving now when the work is not done yet!,Comment oses-tu abandonner maintenant alors que le travail n'est pas achevé!
They finished off the horse.,Ils ont achevé le cheval
"There are a lot of pines in this wood, this is why the soil is acid.","Il y a beaucoup de pins dans cette forêt, c'est pour cela que le sol est acide"
The technician is measuring the acidity of the water.,Le technicien mesure l'acidité de l'eau
He is looking for a buyer to buy the company out.,Il cherche un acquéreur pour racheter l'entreprise
"Even if you work very hard, you will never have enough money to buy an appartment in Paris.","Même en travaillant énormément, tu n'auras jamais assez d'argent pour acquérir un appartement à Paris"
The accused was nearly acquited.,Le condamné a failli être acquitté
"During yesterday's night show, an acrobat almost died because of a fall.",Hier soir pendant le spectacle un acrobate a failli mourir en faisant une chute
This acrobatic feat is not as hard as that one.,Cette acrobatie n'est pas aussi difficile que celle-là
Employees are often less active in the afternoon.,Les employés sont souvent moins actifs l'après-midi
The economic activity of the country is decreasing increasingly.,L'activité économique du pays diminue de plus en plus
What is in the news today is incredible. Read!,C'est incroyable ce qu'il y a dans l'actualité aujourd'hui. Lis!
"At the moment, it gets more and more difficult to find a job.","Actuellement, il est de plus en plus difficile de trouver un travail"
"She is studying a lot of aspects of Chinese medicine, up to acupuncture.","Elle étudie beaucoup d'aspects de la médecine chinoise, jusqu'à l'acupuncture"
This political party has around one hundred thousand members.,Ce parti politique compte environ cent mille adhérents
She finally decided not to adhere to this association.,Elle a finalement décidé ne ne pas adhérer à cette association
There are no membership fees this year to attract more people.,L'adhésion à l'association est gratuite cette année de façon à attirer plus de personnes
"I have just received a letter from the admistration dating back to June, 5th 1999.",Je viens de recevoir une lettre de l'administration datée du 5 juin 2009
He spends his time making administrative procedures.,Il passe son temps à faire des démarches administratives
Even the teachers were admiring.,Même les professeurs étaient admiratifs
Even the pupils with the worst grades have been accepted in this university.,Même les élèves les plus médiocres ont été admis dans cette université
Adolescence is a tough time.,L'adolescence est une période difficile
"When he was a teenager, he used o play in a band.","Quand il était adolescent, il jouait dans un groupe de musique"
It is hard to adopt a child.,Il est difficile d'adopter un enfant
My foster father is used to watch the news every evening before going to bed.,Mon père adoptif a pour habitude de regarder les informations tous les soirs avant d'aller se coucher
Her older sister is adorable but his younger sister is insufferable.,"Sa grande sœur est adorable, mais sa soeur cadette est insupportable"
She adores chocolate.,Elle adore le chocolat
He was not strong enough to beat his opponent.,Il n'a pas été assez fort pour battre son adversaire
Your bedroom needs to be aired.,Il faudrait aérer ta chambre
Air transports are down because of volcano blast.,Les transports aériens ne fonctionnent plus à cause de l'éruption volcanique
"In 1991, the volcano Pinatubo emitted a lot of aerosols in the atmosphere.","En 1991, le volcan Pinatubo a rejeté de grandes quantités d'aérosols dans l'atmosphère"
He works in the aerospatial industry.,Il travaille dans l'industrie aérospatiale
He has been weakened by the illness.,Il a été affaibli par la maladie
"The kitten looks like he is straving, there should be some ham left in the fridge for him.","Le chaton a l'air affamé, il doit rester un peu de jambon au réfrigérateur pour lui"
She talks affectionately to her child.,Elle parle affectueusement à son enfant
"They have advised us to watch the notice board regularly, the departure track of the train will be posted soon.","Ils ont conseillé de regarder le tableau d'affichage régulièrement, la voie de départ du train va être affichée bientôt"
She is clearly thrown into a panic by the amount of work she still has to do.,Elle est manifestement affolée par la quantité de travail qu'il lui reste à faire
This weeks confrontations' have been as violent as last week's.,Les affrontements ont été aussi violents cette semaine que la semaine dernière
He is going to face his opponent even though he is ill.,"Même malade, il affrontera son adversaire"
"In order to earn some money, he is working during the holidays.","Afin de gagner un peu d'argent, il travaille pendant les vacances"
"In order for him to work in the best conditions, we offered him a new computer.","Afin qu'il puisse travailler dans les meilleures conditions, on lui a offert un nouvel ordinateur"
This child particularly annoying.,Cet enfant est particulièrement agaçant
His father is quite old; as a consequence he cannot take a too long journey.,"Son père est assez âgé, par conséquent il ne peut pas partir en voyage longtemps"
The humanitarian situation is a bit better now than it wsa two months ago but it could worsen again in case of a recrudences of violences.,"La situation humanitaire est un peu meilleure qu'il y a deux mois, mais elle pourrait s'aggraver de nouveau en cas de recrudescence des violences"
"He can pull off difficult acrobatic feats, he is very nimble.","Il arrive à faire des acrobaties difficiles, il est très agile"
Delete as appropriate.,Veuillez rayer les mentions inutiles
He did not manage to hide his agitation.,Il ne parvenait pas à dissimuler son agitation
"These children are calm, those ones are more agitated.","Ces enfants-ci sont calmes, ceux-là sont plus agités"
"A dog is dying in the street, a car knocked him over.","Un chien est en train d'agoniser dans la rue, une voiture l'a renversé"
You should staple these sheets otherwise you might lose one of them.,"Il faudrait que tu agrafes ces feuilles, sinon tu risques d'en perdre une"
Limes and grapefruits are citrus fruits.,Les citrons et les pamplemousses sont des agrumes
"Having dressed up quickly, he took an umbrella as well as a coat and went out in the street.","S'étant habillé rapidement, il prit un parapluie ainsi qu'un manteau et sortit dans la rue"
I do not know which box to tick.,Je ne sais pas quelle case cocher
The situation in this country is more and more alarming.,La situation dans ce pays est de plus en plus alarmante
I am a bit tired because the alarm rang right in the middle of the night.,Je suis un peu fatigué car l'alarme s'est déclenchée au beau milieu de la nuit
Alcoholism is a public health issue as well as nicotine addiction.,L'alcoolisme est un problème de santé publique aussi préoccupant que le tabagisme
She is reading a book while breastfeeding her baby.,Elle lit un livre tout en allaitant son enfant
"Even now, he gets benefits to pay his rent.","Même à présent, il reçoit des allocations pour payer son loyer"
The extension of working hours causes the discontent of people.,L'allongement de la durée du temps de travail provoque le mécontentement de la population
The two mountaineers should arrive at the summit tomorrow.,Les deux alpinistes devraient arriver au sommet demain
She takes her day off alternately on Saturdays or on Sundays.,Elle prend son jour de congé alternativement le samedi ou le dimanche
Science and technology should not be confused.,Il ne faut pas faire l'amalgame entre science et technologie
He is quite good at chess but he still is an amateur.,"Il est assez bon aux échecs, mais il reste un amateur"
The atmosphere of this company has clearly improved over the last few months.,L'ambiance dans cette entreprise s'est nettement améliorée au cours de ces derniers mois
"He can write with both hands, he is ambidextrous.","Il peut écrire avec les deux mains, il est ambidextre"
There has not been the slightest improvement since last time.,Il n'y a pas eu la moindre amélioration depuis la dernière fois
We do not know how we are going to fit the living room out yet.,Nous ne savons pas encore comment nous allons aménager le salon
"Even after many years, he was still feeling bitter at him.","Même après plusieurs années, il ressentait toujours de l'amertume à son égard"
He regrets not to have concluded this deal amicably.,Il regrette de ne pas avoir conclu un accord à l'amiable
These bottles contain alcohol while those ones contain ammonia water.,"Ces flacons-ci contiennent de l'alcool, tandis que ceux-là contiennent de l'amonniaque"
She is suffering from a kind of amnesia since her accident last year.,Elle souffre d'une sorte d'amnésie depuis son accident de l'année dernière
Many political prisoners were granted amnesty.,Beaucoup de prisonniers politiques ont été amnistiés
My fall has been dampened by some bushes.,Ma chute a été amortie par des buissons
He did not realize how big the problem was yet.,Il n'a pas encore réalisé l'ampleur du problème
"As he is illiterate, he struggles to find a job.","Comme il est analphabète, il a du mal à trouver un travail"
The fall of schooling ensued in a considerable increase of illiteracy.,La baisse de la scolarisation a eu pour résultat un accroissement considérable de l'analphabétisme
The analysis of the situation he makes in the first chapter of the book is fully relevant.,L'analyse de la situation qu'il fait dans le premier chapitre du livre est tout à fait pertinente
The situation has to be analyzed more calmly.,Il faut analyser la situation plus calmement
It is anarchy here at the moment.,"En ce moment, c'est l'anarchie ici"
The arrest of a number of anarchist demonstrators led to an unprecedented wave of protest.,L'arrestation de plusieurs militants anarchistes a donné lieu à une vague de protestations sans précédent
We offered an anatomy book to every student.,On a offert un livre d'anatomie à chaque étudiant
Anguish often prevents you from sleeping.,L'angoisse l'empêche souvent de dormir
"Even here, there is hustle and bustle late at night.","Même ici, il y a de l'animation tard le soir"
Language classes will take place in outbuilding of the highschool.,Les cours de langue auront lieu dans l'annexe du lycée
It is a bad day to give her notice of that bad news.,C'est un mauvais jour pour lui annoncer cette mauvaise nouvelle
The annual meeting of the association will take place next month.,La réunion annuelle de l'association aura lieu le mois prochain
He regrets not to have stayed anonymous.,Il regrette de ne pas avoir conservé l'anonymat
He went as far as to write her anonymous poison-pen letters.,Il est allé jusqu'à lui écrire des lettres de menace anonymes
This candidate is openly anti-Semitic.,Ce candidat est ouvertement antisémite
He will have finished this task before going on holidays in August.,Il aura fini ce travail avant de partir en vacances en août
He loses his appetite during exam time.,Il perd l'appétit durant les périodes d'examens
He dreads starting school again.,Il appréhende la reprise des cours
She is always experiencing apprehension before a competition.,Elle ressent toujours de l'appréhension avant une compétition
Learning a language requires patience.,L'apprentissage d'une langue nécessite de la patience
It is quite hard to believe but he managed to tame this oridinary cat.,"C'est difficile à croire, mais il a réussi à apprivoiser ce chat de gouttière"
You need the approval of the administration before starting the administrative process.,Il faut l'approbation de l'administration avant de commencer les démarches administratives
I do not approve what he has done.,Je n'approuve pas ce qu'il a fait
He started to read books on archeology again.,Il s'est remis à lire des livres d'archéologie
The aristocracy lost a lot of power during the revolution.,L'aristocratie a perdu beaucoup de son pouvoir au cours de la révolution
Which flavor do you like better? Strawberry or peach yoghurt?,Quel arôme préfères-tu? Le yaourt à la fraise ou le yaourt à la pêche?
I ripped this page off.,C'est moi qui ai arraché cette page
My great grand children should arrive soon.,Mes arrière-petits-enfants devraient arriver sous peu
It is easy to escape this asylum.,Il est facile de s'échapper de cet asile
You should make holes in the card box otherwise your rat will suffocate.,Tu devrais percer des trous dans la boîte en carton sinon ton rat va asphyxier
"At each general assembly of the association, there are conflicts.","A chaque assemblée générale de l'association, il y a des conflits"
The neighborhood is besieged by the army since last Saturday.,Le quartier est assiégé par l'armée depuis samedi dernier
He hired an assistant to help him prepare his experiment.,Il a engagé un assistant pour l'aider à préparer son expérience
This piece of legislation sparked off strong reactions in the associative world.,Cette loi a suscité de vives réactions dans le milieu associatif
"The dog did not drink anything since yesterday, he is thirsty.","Le chien n'a rien bu depuis hier, il est assoiffé"
One guardian has been killed during the burglary of the storehouse and two others have been knocked out.,"Un gardien a été tué durant le cambriolage de l'entrepôt, et deux autres assommés"
His trousers do not match his shirt.,Son pantalon n'est pas assorti à sa chemise
"Flexible as he is, those stretching exercises should not be too difficult for him.","Souple comme il l'est, ces assouplissements ne devraient pas être très difficiles pour lui"
"We went to a gig last night, the music was defeaning.","Nous sommes allés à un concert hier soir, la musique y était assourdissante"
We have had each of the participants sign an insurance contract.,On a fait signer un contrat avec une assurance à chacun des participants
"This boy is very clever, he should manage to solve this problem quickly.","Ce garçon est très astucieux, il devrait réussir à résoudre ce problème rapidement"
She has a splint on her left leg.,Elle a une atèle à la jambe gauche
He works in the atelier every other day.,Il travaille à l'atelier un jour sur deux
More than ten thousand athletes played a part in the Olympic Games.,Plus de dix milles athlètes ont pris part aux Jeux Olympiques
"Depending on the weather tomorrow, the athletics competition will be maintained or postponed.","Selon qu'il fera beau ou non demain, la compétition d'athlétisme sera maintenue ou reportée"
"In the end, he settled in an atoll of the Pacific Ocean.",Il a fini par s'installer dans un atoll dans le Pacifique
"Every other day, a new atrocity happens in this country.","Tous les deux jours, une nouvelle atrocité est commise dans ce pays"
They did not manage to soothe the patient's pain.,Ils ne sont pas parvenu à atténuer la douleur du patient
"During last month, sells broke down.","Au cours du mois dernier, les ventes se sont effondrées"
"My plane to Rio de Janeiro stops at Frankfurt, it will arrive in Rio at 5 a.m. at best.","Mon avion à destination de Rio de Janeiro passe par Francfort, il arrivera au mieux à cinq heures du matin"
The accident occured when nobody expected it.,L'accident s'est produit au moment où l'on s'y attendait le moins
"Do not be afraid, there is no danger.","N'aie pas peur, il n'y a aucun danger"
I will work up to 60 years old but not beyond that.,Je travaillerai jusqu'à soixante ans mais pas au-delà
"Please, do not park here after 10 pm.",Veuillez ne pas stationner ici au-delà de 22h
The viewing audience of this channel dropped off a lot these last few weeks.,L'audimat de cette chaîne a considérablement baissé ces derniers temps
More than two thousand candidates have been auditionned.,Plus de deux milles candidats ont été auditionnés
Austerity led the country into recession; the economic situation is even worse than before.,"L'austérité a plongé le pays dans la récession, la situation économique est encore pire qu'avant"
He asked me if I wanted an autograph.,Il m'a demandé si je voulais un autographe
The samples will be analyzed automatically.,Les échantillons seront analysés automatiquement
The entire fabrication process is automated.,L'ensemble du processus de fabrication est automatisé
Too many drivers do not follow the traffic law.,Trop d'automobilistes ne respectent pas le code de la route
He is relatively independent since he left the family home.,Il est relativement autonome depuis qu'il a quitté le domicile familial
This area asks for more autonomy.,Cette région demande davantage d'autonomie
"To start the construction work, a licence from the town hall is compulsory.","Pour commencer les travaux, l'autorisation de la mairie est obligatoire"
The corpse has been brought to the morgue.,Le cadavre a été emmené à la morgue
"Since he was eight, they allow him to use the computer by himself.","Depuis l'âge de huit ans, ils l'autorisent à utiliser l'ordinateur seul"
He is beginning to be very authoritarian with his children.,Il finit par se montrer très autoritaire avec ses enfants
He does not have any authority over his students.,Il n'a pas du tout d'autorité sur ses élèves
We hitchhiked in Argentina.,C'est en Argentine que nous avons fait du stop
There are two hitchhikers on the side of the road.,Il y a deux auto-stoppeurs sur le bord de la route
"He asked for a raise again, didn't he?I suppose so.","Il a encore demandé une augmentation, n'est-ce-pas? Je suppose que oui"
Prices are slowly but constantly rising.,Les prix augmentent lentement mais constamment
I did not think about that before.,Je n'y avais jamais pensé auparavant
Dawn appears little by little.,L'aurore apparaît peu à peu
He left as soon as the gig was over.,Il est parti aussitôt après la fin du concert
He does not work as much as his sister.,Il ne travaille pas autant que sa sœur
Autism can be detected sooner and sooner.,L'autisme peut être détecté de plus en plus tôt
This is a genuine painting by Picasso.,C'est un authentique tableau de Picasso
She bought them stickers.,Elle leur a offert des autocollants
The autopsy has been done last week.,C'est la semaine dernière que l'autopsie a été réalisée
Somebody managed to steal the auto radio.,Quelqu'un a réussi à voler l'auto-radio
It has been half an hour that I am driving around the block without finding anywhere to park.,Cela fait une demi-heure que je tourne autour du pâté de maisons sans trouver de place
I no longer have any choice but to accept his offer.,Je n'ai plus d'autre choix que d'accepter sa proposition
"In those days, exams were more difficult, weren't they? I suppose so.","Autrefois, les examens étaient plus difficiles, n'est-ce-pas? Je suppose que oui."
"Come along with us, otherwise we will get bored.","Viens avec nous; autrement, on va s'ennuyer"
"There are risks of avalanches, please do not ski today.","Il y a des risques d'avalanche, veuillez ne pas aller skier aujourd'hui"
Scientific breakthroughs have allowed a certain number of illnesses to be eradicated.,Les avancées scientifiques ont permis d'éradiquer certaines maladies
He had a head start on this exam because he had already done very similar exercises.,"Au cours de cet examen, il a été avantagé par le fait qu'il avait déjà fait des exercices très similaires"
This ship stayed in the harbor for six months because of a rotting.,Ce bateau est resté six mois à quai à cause d'une avarie
"The rain is not going to last long, it is only a shower.","La pluie ne va pas durer longtemps, ce n'est qu'une averse"
This light is blinding.,Cette lumière est aveuglante
The aviators have had their planes fixed.,Les aviateurs ont fait réparer leurs appareils
One of my brothers is particularly stingy. Which one is it?,Un de mes frères est particulièrement avare. Lequel est-ce?
"If she had had more time, she could have come last April.","Si elle avait eu plus de temps, elle aurait pu venir en avril dernier"
Both of your feet should be on the same axis.,Tes deux pieds doivent être sur le même axe
"Rather than going to the movies, you should go to that exhibition on the Aztec civilization.","Plutôt que d'aller au cinéma, tu devrais aller à cette exposition sur la civilisation aztèque"
It is impossible to get in without one's badge.,Il est impossible d'entrer sans son badge
"Every time there is a fight in the playground, he is in it.","Chaque fois qu'il y a une bagarre dans la cour de récréation, il y participe"
Neither him nor his brother like to fight.,Ni lui ni son frère n'aiment se bagarrer
A prisoner tried t escape from the labor camp. Which one is it?,Un prisonnier a tenté de s'échapper du bagne. Lequel est-ce?
He bought two baguettes.,Il a acheté deux baguettes de pain
The bathtub is full.,La baignoire est pleine
We were lucky: a bather could have been attacked by a shark.,On a eu de la chance: un baigneur aurait pu être attaqué par un requin
He yawns all day long.,Il baille à longueur de journée
The prisoner has been muzzled.,Le prisonnier a été bâillonné
"In spite of the drop of taxes, prices have remained stable.","Malgré la baisse des taxes, les prix sont restés stables"
The price of gas is dropping quickly at the moment.,Le prix du carburant baisse rapidement en ce moment
The ball should begin in a few minutes.,Le bal devrait commencer dans quelques minutes
"He has a scar on his face, hasn't he?","Il a une balafre sur le visage, n'est-ce-pas?"
How did you fall off the swing? Tell me.,Comment es-tu tombé de la balançoire? Raconte-le-moi
He is a street sweeper; hence his getting up early to go to work.,"Il est balayeur, et se lève donc tôt le matin pour aller travailler"
The whaler has been stopped by the coastguards.,Le baleinier a été intercepté par les garde-côtes
Beacons allow ship to sail safely.,Des balises permettent aux navires de naviguer en toute sécurité
Who else is coming to the ballet with us?,Qui d'autre viendra au ballet avec nous?
Which plant grows faster between the bamboo and that one? The bamboo grows faster.,"Entre cette plante et le bambou, lequel pousse le plus vite? C'est le bambou qui pousse le plus vite"
"After all, this is a commonplace situation.","Après tout, c'est une situation assez banale"
Banana trees need to be treated with pesticide before the rainy season.,Il faut traiter les bananiers avec un pesticide avant la saison des pluies
He forgot to give me his account details.,Il a oublié de me donner ses coordonnées bancaires
This stool is wobby.,Ce tabouret est bancal
He had a blindfold put on his eyes.,On lui a mis un bandeau sur les yeux
He has been banished from his country.,Il a été banni de son pays
The baobab is the biggest tree of the world.,Le baobab est le plus gros arbre du monde
The baron who lived in this castle has been decapitated during the revolution.,Le baron qui habitait dans ce château a été décapité au cours de la révolution
Barriers have been set across the street.,Des barricades ont été installées en travers de la rue
"I did not put enough basil in the dish, did I? I am afraid so.","Je n'ai pas mis assez de basilic dans le plat, n'est-ce-pas? J'en ai bien peur."
We can go visit the basilica or go to see an exhibition.,Nous pouvons aller visiter la basilique ou alors aller voir une exposition
An infantry batalion has been sent to restore order.,Un bataillon d'infanterie a été envoyé pour rétablir l'ordre
"When he was in high school, he played the drums and gave guitare lessons.","Quand il était au lycée, il jouait de la batterie, et donnait des cours de guitare"
My phone is almost out of battery.,Mon téléphone a peu de batterie
Who are you? I am the son-in-law of your cousin.,Qui êtes-vous? Je suis le beau-fils de votre cousin
She stammers from time to time.,Elle bégaie de temps en temps
You bought too many donuts.,Tu as acheté trop de beignets
The baby is sleeping in its cradle.,Le bébé est en train de dormir dans son berceau
A wet-nurse was rocking the sleeping baby.,Une nourrice était en train de bercer le bébé endormi
I sing this lullaby to them every night.,"Cette berceuse, je la leur chante tous les soirs"
You can see animals on the other bank of the river.,On peut voir des animaux sur l'autre berge de la rivière
A herdsman kept the herd.,Un berger gardait le troupeau
"Every other day, the shepherdess brings the flock back to the stable.","Tous les deux jours, la bergère ramène le troupeau à l'étable"
"There is little butter left, and there are not so many apples left either.","Il reste peu de beurre, et aussi il reste peu de pommes"
The results of this experiment are biased.,Les résultats de cette expérience sont biaisés
"In the morning, he took his breakfast, prepared the baby's bottle and chatted with his wife.","Le matin, il prenait son repas, préparait le biberon du bébé et bavardait avec sa femme"
I did not have the time to either do a bibliography or to write the report.,Je n'ai eu le temps ni de faire de la bibliographie ni de commencer à rédiger le rapport
"He has a tattoo on his biceps, hasn't he? I think so.","Il a un tatouage sur le biceps, n'est-ce-pas? Je crois que oui"
I have filled the can up with petrol.,J'ai rempli le bidon avec de l'essence
"Soon, you will receive a parcel for me. You will give it to me as soon as you will get it.",Tu vas bientôt recevoir un colis pour moi. Tu me le donneras dès que tu le recevras
She became almost bilingual in six months.,Elle est devenue presque bilingue en six mois
Bisons have disappeared certainly because of intensive hunting.,Les bisons ont certainement disparu à cause de la chasse intensive
There was quite a lot of people in the bistro.,Il y avait pas mal de monde dans le bistrot
A dog is lying on the bitumen.,Un chien est allongé sur le bitume
"If I were on holidays, I would go camping.","Si j'étais en vacances, j'irais faire du camping"
What a weird show!,Quel spectacle bizarre!
I did not get your joke.,Je n'ai pas compris ta blague
We saw a badger on the side of the road yesterday while we were coming back from the woods.,On a vu un blaireau au bord de la route hier en rentrant de la forêt
The bottle contained a greenish liquid.,La bouteille contenait un liquide verdâtre
She went pale when she learned the news.,Elle a blêmi en apprenant la nouvelle
He told me that she had been very hurtful with him the day before.,Il m'avait dit qu'elle avait été très blessante avec lui la veille
The wound probably got infected because of the humidity.,La blessure s'est probablement infectée à cause de l'humidité
Armoured vehicles have just positioned themselves on the square.,Des blindés viennent de se positionner sur la place
"If you did not forget your lab coat in the lab, where could you have forgotten it again?","Si tu n'as pas oublié ta blouse dans la salle de travaux pratiques, où encore as-tu pu la laisser?"
He would like to buy a leather jacket.,Il souhaite acheter un blouson en cuir
It is forbidden to bring the boa out of its aquarium.,Il est interdit de sortir le boa de son aquarium
The goldfish swims around his bowl.,Le poisson rouge tourne dans son bocal
He got home limping.,Il est rentré chez lui en boitant
The town has been bombed during the night.,La ville a été bombardée pendant la nuit
What is it? I think it is a bomber.,Qu'est-ce-que c'est? Il me semble que c'est un bombardier
it is the third day of bombings.,C'est le troisième jour de bombardements
I find your uncle very narrow-minded.,Je trouve ton oncle très borné
Give her one more bite.,Donne-en-lui encore une bouchée
You have to make the lace go in the bow again to make a double knot.,Il faut refaire passer le lacet dans la boucle pour faire un double-noeud
"She has curly hair, hasn't she?","Elle a les cheveux bouclés, n'est-ce-pas?"
This antique shield has been exhibited in this museum for six months.,Ce bouclier datant de l'Antiquité a été exposé dans ce muséum pendant six mois
Did you put water in the kettle to make it boil?,"Toi, tu as mis de l'eau à chauffer dans la bouilloire?"
"I have only made meatballs, will it be enough or would you like something else?","Je n'ai préparé que des boulettes de viande, est-ce-que ce sera suffisant ou vous voulez quelque chose d'autre?"
He is too much jolted by the news for you to call him now.,Il est trop bouleversé par la nouvelle pour que tu l'appelles maintenant
What did you do with the bouquet? I gave it to her already.,Qu'as tu fait du bouquet de fleurs? Je le lui (femme) ai déjà donné
The executioner put the condemned to death.,Le bourreau exécuta les condamnés
He has trouble getting rid off his fat rolls.,Il n'arrive pas à se débarrasser de ses bourrelets
